N,종목명,현재가,전일비,등락률,액면가,PER,ROE,PBR,유보율
1217.0,HANARO 200선물레버리지,18655.0,20.0,-0.11%,0.0,,,,
1218.0,KODEX 미국나스닥100(H),12345.0,20.0,-0.16%,0.0,,,,
1219.0,SUN&L,2790.0,5.0,-0.18%,1000.0,-1.07,-11.08,0.23,1188.7
1220.0,DL우,20800.0,650.0,-3.03%,5000.0,-8.61,,0.12,
1221.0,KODEX 미국S&P500산업재(합성),25065.0,15.0,-0.06%,0.0,,,,
1222.0,KODEX 인도Nifty50레버리지(합성),11675.0,30.0,+0.26%,0.0,,,,
1223.0,QV 코스피 200 ETN,35005.0,205.0,+0.59%,0.0,,,,
1224.0,하나 레버리지 콩 선물 ETN(H),34790.0,380.0,+1.10%,0.0,,,,
1225.0,KODEX 미국달러선물인버스,8580.0,50.0,-0.58%,0.0,,,,
1226.0,신한 레버리지 다우존스지수 선물 ETN(H),34525.0,205.0,-0.59%,0.0,,,,
1227.0,삼성 레버리지 은 선물 ETN(H),11455.0,30.0,+0.26%,0.0,,,,
1228.0,KODEX 미국채10년선물,11085.0,25.0,+0.23%,0.0,,,,
1229.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,10400.0,50.0,-0.48%,0.0,,,,
1230.0,삼성 레버리지 China A50 선물 ETN(H),34310.0,1300.0,-3.65%,0.0,,,,
1231.0,ACE 중장기국공채액티브,98000.0,55.0,-0.06%,0.0,,,,
1232.0,유안타증권우,2635.0,40.0,+1.54%,5000.0,11.76,,0.35,
1233.0,TIGER 농산물선물Enhanced(H),7235.0,5.0,-0.07%,0.0,,,,
1234.0,참엔지니어링,576.0,13.0,-2.21%,500.0,-33.88,-2.71,0.45,231.5
1235.0,금호전기,919.0,16.0,+1.77%,500.0,-1.89,-61.11,1.1,486.2
1236.0,윌비스,501.0,9.0,-1.76%,1000.0,-2.16,-9.03,0.34,32.1
1237.0,신풍,962.0,6.0,+0.63%,500.0,-6.82,-8.89,0.33,405.6
1238.0,신한 구리 선물 ETN(H),16790.0,160.0,-0.94%,0.0,,,,
1239.0,TIGER 코스닥150선물인버스,3665.0,30.0,+0.83%,0.0,,,,
1240.0,이스타코,780.0,1.0,+0.13%,500.0,-6.29,-10.5,0.68,119.0
1241.0,삼성 미국 대형 가치주 ETN(H),16605.0,125.0,-0.75%,0.0,,,,
1242.0,대교우B,1703.0,7.0,+0.41%,500.0,-1.41,,0.35,
1243.0,KODEX 아시아반도체공급망exChina액티브,12430.0,105.0,+0.85%,0.0,,,,
1244.0,KODEX 차이나심천ChiNext(합성),9505.0,145.0,-1.50%,0.0,,,,
1245.0,ACE 200TR,21700.0,35.0,-0.16%,0.0,,,,
1246.0,대신343 K200,34190.0,60.0,-0.18%,0.0,,,,
1247.0,삼성 China A50 선물 ETN(H),16030.0,0.0,0.00%,0.0,,,,
1248.0,ACE 미국30년국채선물레버리지(합성 H),7455.0,160.0,-2.10%,0.0,,,,
1249.0,한성기업,5130.0,20.0,+0.39%,5000.0,36.91,2.92,0.54,16.2
1250.0,KBSTAR 게임테마,9225.0,145.0,+1.60%,0.0,,,,
1251.0,TIGER S&P글로벌헬스케어(합성),20605.0,80.0,+0.39%,0.0,,,,
1252.0,TIGER 골드선물(H),13200.0,5.0,+0.04%,0.0,,,,
1253.0,KODEX 차이나과창판STAR50(합성),7185.0,20.0,-0.28%,0.0,,,,
1254.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,15795.0,700.0,+4.64%,0.0,,,,
1255.0,한국주강,2790.0,20.0,+0.72%,500.0,-199.29,5.95,0.95,460.7
1256.0,삼성 인버스 2X 나스닥 100 ETN(H),4505.0,20.0,+0.45%,0.0,,,,
1257.0,모두투어리츠,4000.0,50.0,+1.27%,5000.0,3.0,,0.75,37.8
1258.0,KODEX 미국달러선물레버리지,12870.0,160.0,+1.26%,0.0,,,,
1259.0,KODEX 200ESG,12365.0,65.0,-0.52%,0.0,,,,
1260.0,BYC우,142700.0,700.0,+0.49%,5000.0,3.37,,0.23,
1261.0,한솔PNS,1495.0,3.0,+0.20%,500.0,55.37,4.02,0.66,376.6
1262.0,KODEX KRX300,16110.0,55.0,-0.34%,0.0,,,,
1263.0,SHD,25150.0,0.0,0.00%,5000.0,3.3,23.51,0.59,753.0
1264.0,ARIRANG 미국장기우량회사채,84450.0,490.0,-0.58%,0.0,,,,
1265.0,대한항공우,27400.0,50.0,-0.18%,5000.0,7.0,,1.13,
1266.0,삼성 레버리지 금 선물 ETN(H),30290.0,50.0,+0.17%,0.0,,,,
1267.0,메리츠 레버리지 미국채30년 ETN(H),6055.0,100.0,-1.62%,0.0,,,,
1268.0,메리츠 KAP 통안채 6개월 ETN,50385.0,0.0,0.00%,0.0,,,,
1269.0,롯데지주우,37450.0,250.0,+0.67%,200.0,32.79,,0.38,
1270.0,진도,2400.0,45.0,-1.84%,500.0,6.76,4.46,0.28,1571.8
1271.0,두산퓨얼셀2우B,9980.0,140.0,-1.38%,100.0,94.15,,1.55,
1272.0,신한 콩 선물 ETN(H),14865.0,105.0,+0.71%,0.0,,,,
1273.0,KODEX 건설,3750.0,50.0,-1.32%,0.0,,,,
1274.0,미래에셋 원유선물혼합 ETN(H),29600.0,530.0,-1.76%,0.0,,,,
1275.0,TIGER 미국S&P500배당귀족,10755.0,25.0,-0.23%,0.0,,,,
1276.0,TIGER 인도니프티50레버리지(합성),28875.0,155.0,+0.54%,0.0,,,,
1277.0,미래에셋 중국 심천 100 ETN,14695.0,0.0,0.00%,0.0,,,,
1278.0,KBSTAR 중국본토CSI300,9785.0,75.0,-0.76%,0.0,,,,
1279.0,KODEX 미국S&P500경기소비재,12200.0,120.0,+0.99%,0.0,,,,
1280.0,하나 Solactive US Tech Top 10 ETN(H),14625.0,0.0,0.00%,0.0,,,,
1281.0,TIGER 200IT레버리지,38875.0,195.0,-0.50%,0.0,,,,
1282.0,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,14505.0,460.0,-3.07%,0.0,,,,
1283.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,28835.0,15.0,+0.05%,0.0,,,,
1284.0,KBSTAR 배터리 리사이클링iSelect,15815.0,80.0,-0.50%,0.0,,,,
1285.0,체시스,898.0,10.0,-1.10%,500.0,-7.55,-15.16,1.1,35.1
1286.0,WOORI 대한민국국고채액티브,50400.0,135.0,-0.27%,0.0,,,,
1287.0,TRUE 인버스 0.5X S&P500 VIX S/T 선물 ETN,28610.0,0.0,0.00%,0.0,,,,
1288.0,QV 블룸버그 2X 천연가스 선물 ETN(H),1430.0,215.0,-13.07%,0.0,,,,
1289.0,신한 금 선물 ETN(H),14275.0,0.0,0.00%,0.0,,,,
1290.0,KODEX 미국S&P500에너지(합성),13680.0,115.0,+0.85%,0.0,,,,
1291.0,KODEX 유럽명품TOP10 STOXX,9475.0,255.0,+2.77%,0.0,,,,
1292.0,TIGER 리츠부동산인프라채권TR KIS,4695.0,30.0,+0.64%,0.0,,,,
1293.0,TIGER 200TR,18910.0,45.0,-0.24%,0.0,,,,
1294.0,삼성 KRX 금현물 ETN,14165.0,30.0,-0.21%,0.0,,,,
1295.0,KODEX 차이나A50,18820.0,20.0,-0.11%,0.0,,,,
1296.0,ACE 미국친환경그린테마INDXX,10455.0,60.0,-0.57%,0.0,,,,
1297.0,미래에셋 인버스 2X 코스피200 선물 ETN,14075.0,75.0,+0.54%,0.0,,,,
1298.0,신한 레버리지 미국달러 선물 ETN,14065.0,175.0,+1.26%,0.0,,,,
1299.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),27905.0,0.0,0.00%,0.0,,,,
1300.0,SOL 코스닥150,14370.0,145.0,-1.00%,0.0,,,,
1301.0,신한 브렌트원유 선물 ETN(H),13865.0,185.0,-1.32%,0.0,,
1302.0,KBSTAR 내수주플러스,7960.0,35.0,-0.44%,0.0,,
1303.0,TIGER 원유선물Enhanced(H),4535.0,100.0,-2.16%,0.0,,
1304.0,KODEX 탄소효율그린뉴딜,8640.0,30.0,-0.35%,0.0,,
1305.0,ACE 미국달러SOFR금리(합성),10145.0,65.0,+0.64%,0.0,,
1306.0,TIGER 차이나클린에너지SOLACTIVE,6915.0,145.0,-2.05%,0.0,,
1307.0,신한 레버리지 코스피 200 선물 ETN,27370.0,275.0,+1.01%,0.0,,
1308.0,삼성 레버리지 코스피200 선물 ETN,27365.0,105.0,+0.39%,0.0,,
1309.0,미래에셋 에너지화학 Core5 ETN,13645.0,0.0,0.00%,0.0,,
1310.0,대신 S&P 2X 천연가스 선물 ETN B,27270.0,4005.0,-12.81%,0.0,,
1311.0,KODEX 글로벌로봇(합성),17080.0,35.0,+0.21%,0.0,,
1312.0,ARIRANG 미국단기우량회사채,110585.0,480.0,+0.44%,0.0,,
1313.0,KBSTAR 국고채3년,107645.0,20.0,-0.02%,0.0,,
1314.0,ARIRANG 미국나스닥테크,25205.0,130.0,+0.52%,0.0,,
1315.0,ACE 2차전지&친환경차액티브,13840.0,425.0,-2.98%,0.0,,
1316.0,SOL 글로벌탄소배출권선물IHS(합성),13145.0,85.0,+0.65%,0.0,,
1317.0,KODEX 고배당,8745.0,30.0,+0.34%,0.0,,
1318.0,TIGER 글로벌멀티에셋TIF액티브,9670.0,5.0,-0.05%,0.0,,
1319.0,KOSEF 국고채3년,108080.0,35.0,-0.03%,0.0,,
1320.0,KODEX 미디어&엔터테인먼트,12940.0,25.0,-0.19%,0.0,,
1321.0,KBSTAR 200선물인버스2X,2525.0,5.0,+0.20%,0.0,,
1322.0,KODEX S&P글로벌인프라(합성),14155.0,65.0,+0.46%,0.0,,
1323.0,KODEX 미국S&P500(H),10780.0,40.0,-0.37%,0.0,,
1324.0,TIGER KRX기후변화솔루션,13295.0,115.0,-0.86%,0.0,,
1325.0,KBSTAR 글로벌4차산업IT(합성 H),21865.0,50.0,+0.23%,0.0,,
1326.0,ACE ESG액티브,7855.0,45.0,-0.57%,0.0,,
1327.0,TIGER 미국나스닥100TR채권혼합Fn,11070.0,5.0,-0.05%,0.0,,
1328.0,세방우,6740.0,0.0,0.00%,500.0,1.63,0.14
1329.0,SOL KIS단기통안채,104320.0,20.0,+0.02%,0.0,,
1330.0,TIGER 삼성그룹펀더멘털,11595.0,20.0,+0.17%,0.0,,
1331.0,메리츠 미국채10년 ETN(H),8260.0,55.0,-0.66%,0.0,,
1332.0,KODEX K-미래차액티브,10015.0,115.0,+1.16%,0.0,,
1333.0,신한 은 선물 ETN(H),12255.0,15.0,+0.12%,0.0,,
1334.0,SOL 미국S&P500ESG,11655.0,15.0,+0.13%,0.0,,
1335.0,ACE 국고채3년,101740.0,10.0,+0.01%,0.0,,
1336.0,대신 인버스 2X 철광석 선물 ETN(H),24370.0,175.0,+0.72%,0.0,,
1337.0,ACE 엔비디아채권혼합블룸버그,14100.0,15.0,+0.11%,0.0,,
1338.0,TIGER Fn신재생에너지,9965.0,55.0,+0.55%,0.0,,
1339.0,KODEX Fn시스템반도체,8780.0,35.0,-0.40%,0.0,,
1340.0,녹십자홀딩스2우,27850.0,800.0,+2.96%,500.0,151.36,1.26
1341.0,ACE 코스닥150,14685.0,130.0,-0.88%,0.0,,
1342.0,TRUE 인버스 2X 구리 선물 ETN,23410.0,455.0,+1.98%,0.0,,
1343.0,TIGER 구리실물,9910.0,55.0,+0.56%,0.0,,
1344.0,KODEX TRF5050,12900.0,25.0,+0.19%,0.0,,
1345.0,KODEX 삼성전자채권혼합Wise,10545.0,35.0,-0.33%,0.0,,
1346.0,KBSTAR 중장기국공채액티브,100800.0,50.0,-0.05%,0.0,,
1347.0,메리츠 레버리지 인플레이션 국채 ETN,11510.0,50.0,-0.43%,0.0,,
1348.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),45950.0,5370.0,+13.23%,0.0,,
1349.0,TRUE 레버리지 금 선물 ETN,22960.0,0.0,0.00%,0.0,,
1350.0,KODEX TRF7030,14300.0,0.0,0.00%,0.0,,
1351.0,미래에셋 -2X 미국채울트라30년 선물 ETN,11300.0,0.0,0.00%,0.0,,,,
1352.0,하나 블룸버그 2X 천연가스 선물 ETN(H) B,22565.0,3445.0,-13.24%,0.0,,,,
1353.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,22550.0,3475.0,-13.35%,0.0,,,,
1354.0,TIGER KRX2차전지K-뉴딜레버리지,10985.0,185.0,-1.66%,0.0,,,,
1355.0,대신 레버리지 KRX 금현물 ETN,22485.0,0.0,0.00%,0.0,,,,
1356.0,TIGER 코스닥150바이오테크,7840.0,15.0,+0.19%,0.0,,,,
1357.0,KODEX 미국러셀2000(H),12080.0,135.0,-1.11%,0.0,,,,
1358.0,미래에셋 인버스 코스피200 선물 ETN,11150.0,40.0,-0.36%,0.0,,,,
1359.0,TIGER 차이나항셍테크레버리지(합성 H),8185.0,280.0,-3.31%,0.0,,,,
1360.0,신한 인버스 코스피 200 선물 ETN,11115.0,40.0,-0.36%,0.0,,,,
1361.0,대덕전자1우,10530.0,40.0,+0.38%,500.0,3.42,,0.64,
1362.0,메리츠 인플레이션 국채 ETN,11030.0,20.0,-0.18%,0.0,,,,
1363.0,미래에셋 레버리지 옥수수 선물 ETN,22025.0,105.0,+0.48%,0.0,,,,
1364.0,대신 인버스 2X 코스닥 150 선물 ETN,7315.0,130.0,+1.81%,0.0,,,,
1365.0,KB 인버스 2X KOSDAQ 150 선물 ETN,7300.0,135.0,+1.88%,0.0,,,,
1366.0,KBSTAR 미국S&P원유생산기업(합성 H),6835.0,70.0,-1.01%,0.0,,,,
1367.0,코아스,701.0,2.0,-0.28%,500.0,-11.49,-10.57,1.24,12.5
1368.0,HANARO Fn전기&수소차,9615.0,0.0,0.00%,0.0,,,,
1369.0,신한 다우존스지수 선물 ETN(H),21610.0,0.0,0.00%,0.0,,,,
1370.0,KODEX 배당성장채권혼합,11925.0,15.0,+0.13%,0.0,,,,
1371.0,미래에셋 코스닥150 선물 ETN,10725.0,35.0,+0.33%,0.0,,,,
1372.0,KODEX 코스피대형주,12435.0,40.0,-0.32%,0.0,,,,
1373.0,LX하우시스우,20400.0,150.0,-0.73%,5000.0,-1.86,,0.26,
1374.0,TRUE 인버스 2X 금 선물 ETN,21020.0,150.0,+0.72%,0.0,,,,
1375.0,삼성 레버리지 S&P500 선물 ETN,20990.0,100.0,-0.47%,0.0,,,,
1376.0,KBSTAR 국채선물5년추종인버스,55520.0,10.0,+0.02%,0.0,,,,
1377.0,KB 레버리지 KOSDAQ 150 선물 ETN,41860.0,375.0,-0.89%,0.0,,,,
1378.0,메리츠 인버스 2X 구리 선물 ETN(H),20775.0,425.0,+2.09%,0.0,,,,
1379.0,메리츠 레버리지 대표 농산물 선물 ETN(H),20765.0,35.0,-0.17%,0.0,,,,
1380.0,QV S&P500 VIX S/T 선물 ETN D,10370.0,220.0,+2.17%,0.0,,,,
1381.0,KBSTAR 국고채3년선물인버스,107330.0,10.0,-0.01%,0.0,,,,
1382.0,TIGER 200 건설,3360.0,25.0,-0.74%,0.0,,,,
1383.0,신한 옥수수 선물 ETN(H),10300.0,75.0,-0.72%,0.0,,,,
1384.0,TIGER MKF배당귀족,12015.0,80.0,+0.67%,0.0,,,,
1385.0,HANARO 코스닥150,14565.0,140.0,-0.95%,0.0,,,,
1386.0,FOCUS AI코리아액티브,11960.0,25.0,+0.21%,0.0,,,,
1387.0,한화투자증권우,4235.0,40.0,-0.94%,5000.0,-16.35,,0.57,
1388.0,SOL 미국TOP5채권혼합40 Solactive,11290.0,45.0,+0.40%,0.0,,,,
1389.0,하나 인버스 2X 구리 선물 ETN(H),20290.0,0.0,0.00%,0.0,,,,
1390.0,QV 인버스 레버리지 구리 선물 ETN(H),20245.0,0.0,0.00%,0.0,,,,
1391.0,신한 코스닥 150 ETN,10090.0,10.0,+0.10%,0.0,,,,
1392.0,KODEX 미국나스닥100선물인버스(H),10075.0,35.0,+0.35%,0.0,,,,
1393.0,메리츠 KIS 통안채 1년 ETN,50360.0,10.0,+0.02%,0.0,,,,
1394.0,메리츠 인버스 국채3년 ETN,10070.0,0.0,0.00%,0.0,,,,
1395.0,KBSTAR 200선물레버리지,15450.0,65.0,-0.42%,0.0,,,,
1396.0,키움 인버스 미국달러선물 ETN,10035.0,60.0,-0.59%,0.0,,,,
1397.0,삼성 인버스 2X S&P500 선물 ETN,20055.0,255.0,+1.29%,0.0,,,,
1398.0,QV 레버리지 금 선물 ETN(H),19980.0,0.0,0.00%,0.0,,,,
1399.0,신한 K200 USD 선물 바이셀 ETN,9980.0,0.0,0.00%,0.0,,,,
1400.0,TIGER 미국달러선물인버스2X,6605.0,75.0,-1.12%,0.0,,,,
1401.0,QV 미국 IT TOP5 ETN(H),28260.0,20.0,-0.07%,0.0,,,,
1402.0,메리츠 레버리지 금 선물 ETN(H),19775.0,75.0,-0.38%,0.0,,,,
1403.0,QV iSelect 글로벌 EMP ETN(H),9845.0,55.0,-0.56%,0.0,,,,
1404.0,메리츠 레버리지 국채30년 ETN,4910.0,70.0,-1.41%,0.0,,,,
1405.0,메리츠 인버스 천연가스 선물 ETN(H),19575.0,1235.0,+6.73%,0.0,,,,
1406.0,하나 레버리지 옥수수 선물 ETN(H),19510.0,80.0,-0.41%,0.0,,,,
1407.0,미래에셋 인버스 천연가스 선물 ETN(H),19505.0,1195.0,+6.53%,0.0,,,,
1408.0,KODEX TDF2050액티브,11390.0,0.0,0.00%,0.0,,,,
1409.0,TRUE 인버스 2X 은 선물 ETN,19350.0,35.0,+0.18%,0.0,,,,
1410.0,미래에셋 인버스 2X 은 선물 ETN,19295.0,70.0,+0.36%,0.0,,,,
1411.0,비케이탑스,904.0,0.0,0.00%,500.0,-1.09,-228.88,5.84,106.6
1412.0,넥센타이어1우B,2955.0,15.0,-0.51%,500.0,32.83,,0.19,
1413.0,신한 인버스 2X 다우존스지수 선물 ETN(H),1920.0,5.0,+0.26%,0.0,,,,
1414.0,미래에셋 미디어엔터 Core5 ETN,9550.0,10.0,+0.10%,0.0,,,,
1415.0,KODEX 게임산업,6820.0,90.0,+1.34%,0.0,,,,
1416.0,코리아써우,6430.0,30.0,+0.47%,500.0,5.08,,0.38,
1417.0,ACE 아시아TOP50S&P,12695.0,55.0,+0.44%,0.0,,,,
1418.0,메리츠 국채10년 ETN,9490.0,0.0,0.00%,0.0,,,,
1419.0,TIGER 코스피고배당,13180.0,85.0,+0.65%,0.0,,,,
1420.0,미래에셋 천연가스 선물 ETN(H),3140.0,210.0,-6.27%,0.0,,,,
1421.0,KBSTAR 차이나HSCEI(H),7775.0,35.0,-0.45%,0.0,,,,
1422.0,메리츠 인버스 2X 금 선물 ETN(H),18580.0,10.0,+0.05%,0.0,,,,
1423.0,신한 FnGuide 치킨 ETN,9260.0,0.0,0.00%,0.0,,,,
1424.0,KB CSI 300 ETN,9240.0,0.0,0.00%,0.0,,,,
1425.0,KODEX 코스피100,26350.0,40.0,-0.15%,0.0,,,,
1426.0,대상우,13430.0,70.0,-0.52%,1000.0,7.19,,0.37,
1427.0,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),18345.0,285.0,+1.58%,0.0,,,,
1428.0,코오롱모빌리티그룹우,7430.0,10.0,+0.13%,500.0,,,2.61,
1429.0,TRUE 인버스 2X 플래티넘 선물 ETN,18170.0,740.0,-3.91%,0.0,,,,
1430.0,KBSTAR 미국S&P500(H),11345.0,45.0,-0.40%,0.0,,,,
1431.0,TIGER 원유선물인버스(H),2990.0,65.0,+2.22%,0.0,,,,
1432.0,QV 인버스 레버리지 금 선물 ETN(H),18070.0,0.0,0.00%,0.0,,,,
1433.0,KB CSI 500 ETN,9005.0,0.0,0.00%,0.0,,,,
1434.0,TIGER KRX게임K-뉴딜,5055.0,35.0,+0.70%,0.0,,,,
1435.0,TIGER 차이나반도체FACTSET,5980.0,90.0,-1.48%,0.0,,,,
1436.0,솔루스첨단소재2우B,9490.0,320.0,+3.49%,100.0,-18.98,,0.78,
1437.0,에셋플러스 코리아플랫폼액티브,7455.0,15.0,+0.20%,0.0,,,,
1438.0,하이트진로2우B,15790.0,0.0,0.00%,5000.0,15.65,,0.98,
1439.0,SOL 국고채3년,102870.0,20.0,-0.02%,0.0,,,,
1440.0,ACE 러시아MSCI(합성),9590.0,0.0,0.00%,0.0,,,,
1441.0,KB 레버리지 항셍테크 선물 ETN(H) B,17720.0,215.0,-1.20%,0.0,,,,
1442.0,미래에셋 코스피200 선물 ETN,8825.0,50.0,+0.57%,0.0,,,,
1443.0,메리츠 미국 인플레이션 국채 ETN(H),8765.0,60.0,-0.68%,0.0,,,,
1444.0,KODEX 3대농산물선물(H),11395.0,35.0,-0.31%,0.0,,,,
1445.0,미래에셋 2X 미국채울트라30년 선물 ETN,8700.0,185.0,-2.08%,0.0,,,,
1446.0,QV 인버스 미국 IT TOP5 ETN(H),8695.0,0.0,0.00%,0.0,,,,
1447.0,신한 코스피 200 ETN,8670.0,20.0,-0.23%,0.0,,,,
1448.0,메리츠 인버스 2X 국채30년 ETN,17160.0,290.0,+1.72%,0.0,,,,
1449.0,에이리츠,3840.0,5.0,-0.13%,5000.0,-12.55,-3.96,0.51,56.6
1450.0,KODEX 미국S&P500금융,11415.0,55.0,+0.48%,0.0,,,,
1451.0,메리츠 인버스 2X 은 선물 ETN(H),16885.0,90.0,-0.53%,0.0,,,,
1452.0,ARIRANG 코스피50,23440.0,120.0,-0.51%,0.0,,,,
1453.0,QV 인버스 레버리지 은 선물 ETN(H),16845.0,5.0,-0.03%,0.0,,,,
1454.0,KODEX 배당성장,13460.0,115.0,+0.86%,0.0,,,,
1455.0,TRUE 인버스 2X 유로스탁스50 ETN(H) B,16825.0,125.0,-0.74%,0.0,,,,
1456.0,대한제당우,2585.0,50.0,+1.97%,500.0,6.07,,0.46,
1457.0,마이티 다이나믹퀀트액티브,11635.0,50.0,-0.43%,0.0,,,,
1458.0,신한 레버리지 구리 선물 ETN,16570.0,235.0,-1.40%,0.0,,,,
1459.0,미래에셋 인버스 코스닥150 선물 ETN,8270.0,130.0,+1.60%,0.0,,,,
1460.0,TRUE 레버리지 플래티넘 선물 ETN,16490.0,920.0,+5.91%,0.0,,,,
1461.0,FOCUS KRX300,16405.0,25.0,-0.15%,0.0,,,,
1462.0,신한 인버스 코스닥 150 선물 ETN,8185.0,40.0,+0.49%,0.0,,,,
1463.0,TIGER 탄소효율그린뉴딜,8590.0,0.0,0.00%,0.0,,,,
1464.0,대신 밀 선물 ETN(H),8160.0,80.0,-0.97%,0.0,,,,
1465.0,KBSTAR 200선물인버스,5795.0,15.0,+0.26%,0.0,,,,
1466.0,TRUE FTSE100 ETN,16130.0,0.0,0.00%,0.0,,,,
1467.0,KOSEF 코스닥150,7295.0,45.0,-0.61%,0.0,,,,
1468.0,NPC우,3030.0,0.0,0.00%,500.0,3.33,,0.35,
1469.0,KBSTAR 글로벌메타버스Moorgate,9400.0,30.0,-0.32%,0.0,,,,
1470.0,삼양홀딩스우,52500.0,500.0,+0.96%,5000.0,9.59,,0.22,
1471.0,TIGER MSCI KOREA ESG리더스,8955.0,0.0,0.00%,0.0,,,,
1472.0,신한 인버스 2X 구리 선물 ETN,3170.0,90.0,+2.92%,0.0,,,,
1473.0,QV 블룸버그 -2X WTI원유선물 ETN,15805.0,735.0,+4.88%,0.0,,,,
1474.0,KB S&P 인버스 2X WTI원유 선물 ETN,15795.0,765.0,+5.09%,0.0,,,,
1475.0,하나 S&P 인버스 2X WTI원유 선물 ETN,15795.0,715.0,+4.74%,0.0,,,,
1476.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,15770.0,725.0,+4.82%,0.0,,,,
1477.0,미래에셋 인버스 미디어엔터 Core5 ETN,15750.0,170.0,-1.07%,0.0,,,,
1478.0,KODEX 다우존스미국리츠(H),11530.0,80.0,-0.69%,0.0,,,,
1479.0,일정실업,12900.0,0.0,0.00%,5000.0,-1.92,-98.15,4.85,-63.2
1480.0,KODEX 기계장비,7785.0,15.0,+0.19%,0.0,,,,
1481.0,TRUE 레버리지 은 선물 ETN,15395.0,110.0,+0.72%,0.0,,,,
1482.0,KBSTAR 5대그룹주,6395.0,35.0,-0.54%,0.0,,,,
1483.0,미래에셋 레버리지 은 선물 ETN,15240.0,0.0,0.00%,0.0,,,,
1484.0,ACE 일본TOPIX레버리지(H),30305.0,85.0,+0.28%,0.0,,,,
1485.0,코오롱우,14060.0,180.0,+1.30%,5000.0,1.72,,0.19,
1486.0,TIGER 배당성장,16785.0,80.0,+0.48%,0.0,,,,
1487.0,KBSTAR 삼성그룹Top3채권혼합블룸버그,10040.0,0.0,0.00%,0.0,,,,
1488.0,TIGER 200 철강소재,9530.0,45.0,-0.47%,0.0,,,,
1489.0,대신 철광석 선물 ETN(H) B,14985.0,10.0,-0.07%,0.0,,,,
1490.0,TRUE 레버리지 구리 선물 ETN,14975.0,210.0,-1.38%,0.0,,,,
1491.0,KODEX 200exTOP,11515.0,65.0,+0.57%,0.0,,,,
1492.0,미래에셋 인버스 2X 옥수수 선물 ETN,14965.0,175.0,+1.18%,0.0,,,,
1493.0,한화우,31150.0,150.0,+0.48%,5000.0,1.84,,0.27,
1494.0,TIMEFOLIO 이노베이션액티브,9310.0,60.0,-0.64%,0.0,,,,
1495.0,메리츠 인버스 2X 미국채10년 ETN(H),14785.0,205.0,+1.41%,0.0,,,,
1496.0,TIGER 단기선진하이일드(합성 H),12310.0,55.0,-0.44%,0.0,,,,
1497.0,메리츠 블룸버그 인버스 2X WTI선물 ETN(H),14770.0,585.0,+4.12%,0.0,,,,
1498.0,TIGER 200커버드콜ATM,8680.0,30.0,-0.34%,0.0,,,,
1499.0,TRUE 레버리지 베트남 VN30 선물 ETN(H),14620.0,300.0,-2.01%,0.0,,,,
1500.0,삼성 인버스 2X 항셍테크 ETN(H),7305.0,235.0,+3.32%,0.0,,,,
1501.0,삼성 인버스 2X 구리 선물 ETN(H),2915.0,60.0,+2.10%,0.0,,
1502.0,TIGER 스페이스테크iSelect,10775.0,220.0,+2.08%,0.0,,
1503.0,하나 S&P 레버리지 WTI원유 선물 ETN,14525.0,515.0,-3.42%,0.0,,
1504.0,QV 블룸버그 2X WTI원유선물 ETN,14500.0,495.0,-3.30%,0.0,,
1505.0,메리츠 인버스 2X 미국채30년 ETN(H),14485.0,340.0,+2.40%,0.0,,
1506.0,FOCUS ESG리더스,10345.0,15.0,+0.15%,0.0,,
1507.0,미래에셋 S&P 유럽탄소배출권 선물 ETN,14480.0,0.0,0.00%,0.0,,
1508.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,14475.0,505.0,-3.37%,0.0,,
1509.0,TIGER AI코리아그로스액티브,12045.0,70.0,-0.58%,0.0,,
1510.0,메리츠 미국레버리지 인플레이션국채ETN(H),7195.0,95.0,-1.30%,0.0,,
1511.0,한진칼우,26650.0,50.0,-0.19%,2500.0,2.83,0.71
1512.0,LX홀딩스1우,9740.0,30.0,+0.31%,1000.0,16.34,0.46
1513.0,KOSEF 국고채10년레버리지,101740.0,495.0,-0.48%,0.0,,
1514.0,KBSTAR 채권혼합,59300.0,20.0,-0.03%,0.0,,
1515.0,KODEX 운송,4585.0,10.0,+0.22%,0.0,,
1516.0,삼성 인버스 2X 코스피200 선물 ETN,14100.0,70.0,+0.50%,0.0,,
1517.0,KOSEF 고배당,8265.0,55.0,+0.67%,0.0,,
1518.0,TIGER 차이나CSI300인버스(합성),8500.0,80.0,+0.95%,0.0,,
1519.0,KOSEF 미국달러선물레버리지,12285.0,140.0,+1.15%,0.0,,
1520.0,KBSTAR V&S셀렉트밸류채권혼합,11630.0,25.0,-0.21%,0.0,,
1521.0,신한 인버스 2X 코스피 200 선물 ETN,13915.0,85.0,-0.61%,0.0,,
1522.0,신한 인버스 옥수수 선물 ETN(H),6940.0,15.0,+0.22%,0.0,,
